,legislador_id,id_hcdn,legislador,Afirmativos,Negativos,Abstenciones,Ausencias,Total,url_hcdn
0,714,596,"ABALOS, Roberto José",61,96,6,50,213,https://votaciones.hcdn.gob.ar/diputado/596
1,376,1531,"ABALOVICH, Eduardo Antonio",41,33,4,22,100,https://votaciones.hcdn.gob.ar/diputado/1531
2,377,1496,"ABAN, Gloria del S.",58,23,2,17,100,https://votaciones.hcdn.gob.ar/diputado/1496
3,3,597,"ABASTO, Angel Leonidas",121,52,0,108,281,https://votaciones.hcdn.gob.ar/diputado/597
4,1156,395,"ABDALA DE MATARAZZO, Norma Amanda",676,51,4,148,879,https://votaciones.hcdn.gob.ar/diputado/395
5,368,1197,"ABDALA, Germán Darío",1,0,0,5,6,https://votaciones.hcdn.gob.ar/diputado/1197
6,818,598,"ABDALA, Josefina",261,139,14,284,698,https://votaciones.hcdn.gob.ar/diputado/598
7,494,599,"ABELLA, Miguel Angel",67,31,5,14,117,https://votaciones.hcdn.gob.ar/diputado/599
8,4,1414,"ABIHAGGLE, Carlos Enrique",78,6,1,54,139,https://votaciones.hcdn.gob.ar/diputado/1414
9,1337,166,"ABRAHAM, Alejandro",327,126,5,32,490,https://votaciones.hcdn.gob.ar/diputado/166
10,928,600,"ACCASTELLO, Eduardo",275,16,14,261,566,https://votaciones.hcdn.gob.ar/diputado/600
11,715,601,"ACCAVALLO, Julio César",104,41,18,50,213,https://votaciones.hcdn.gob.ar/diputado/601
12,1429,572,"ACERENZA, Samanta María Celeste",305,89,2,79,475,https://votaciones.hcdn.gob.ar/diputado/572
13,378,602,"ACEVEDO, Sergio Edgardo",83,17,10,47,157,https://votaciones.hcdn.gob.ar/diputado/602
14,5,1198,"ACEÑOLAZA, Florencio G.",76,11,0,24,111,https://votaciones.hcdn.gob.ar/diputado/1198
15,6,1309,"ACHEM, Antonio",27,31,4,49,111,https://votaciones.hcdn.gob.ar/diputado/1309
16,1033,398,"ACOSTA, María Julia",310,30,1,24,365,https://votaciones.hcdn.gob.ar/diputado/398
17,929,604,"ACUÑA KUNZ, Juan Erwin",387,162,23,260,832,https://votaciones.hcdn.gob.ar/diputado/604
18,1025,603,"ACUÑA, Hugo Rodolfo",390,73,11,170,644,https://votaciones.hcdn.gob.ar/diputado/603
19,7,1245,"ADAIME, Felipe Teófilo",56,67,3,85,211,https://votaciones.hcdn.gob.ar/diputado/1245
20,1034,213,"AGOSTO, Walter Alfredo",168,45,12,140,365,https://votaciones.hcdn.gob.ar/diputado/213
21,930,60,"AGUAD, Oscar Raúl",394,268,66,609,1337,https://votaciones.hcdn.gob.ar/diputado/60
22,260,1310,"AGUADO, Jorge Ruben",8,3,0,3,14,https://votaciones.hcdn.gob.ar/diputado/1310
23,716,605,"AGUERO, Elda Susana",564,38,18,159,779,https://votaciones.hcdn.gob.ar/diputado/605
24,1247,223,"AGUILAR, Lino Walter",125,63,26,193,407,https://votaciones.hcdn.gob.ar/diputado/223
25,1035,472,"AGUIRRE DE SORIA, Hilda Clelia",214,28,6,117,365,https://votaciones.hcdn.gob.ar/diputado/472
26,495,1543,"AGUIRRE, Orlando Raul",22,4,1,9,36,https://votaciones.hcdn.gob.ar/diputado/1543
27,261,1246,"AGUNDEZ, Jorge Alfreso",5,2,0,7,14,https://votaciones.hcdn.gob.ar/diputado/1246
28,1551,1645,"AICEGA, Juan",104,61,0,3,168,https://votaciones.hcdn.gob.ar/diputado/1645
29,262,1247,"ALABI, Ernesto",5,1,0,8,14,https://votaciones.hcdn.gob.ar/diputado/1247
30,379,606,"ALARCIA, Martha Carmen",84,61,2,118,265,https://votaciones.hcdn.gob.ar/diputado/606
31,584,607,"ALARCON, María del Carmen",304,78,36,445,863,https://votaciones.hcdn.gob.ar/diputado/607
32,8,1311,"ALBAMONTE, Alberto Gustavo",69,13,4,25,111,https://votaciones.hcdn.gob.ar/diputado/1311
33,1036,177,"ALBARRACIN, Jorge Luis",226,126,10,128,490,https://votaciones.hcdn.gob.ar/diputado/177
34,9,1248,"ALBERTI, Juan Carlos",36,19,3,53,111,https://votaciones.hcdn.gob.ar/diputado/1248
35,1430,570,"ALBORNOZ, Gabriela Romina",258,38,1,10,307,https://votaciones.hcdn.gob.ar/diputado/570
36,1157,36,"ALBRIEU, Oscar Edmundo Nicolas",284,19,1,19,323,https://votaciones.hcdn.gob.ar/diputado/36
37,496,609,"ALBRISI, César Alfredo",130,100,12,144,386,https://votaciones.hcdn.gob.ar/diputado/609
38,10,1199,"ALCALA, Nestor Ricardo",75,17,1,18,111,https://votaciones.hcdn.gob.ar/diputado/1199
39,585,610,"ALCHOURON, Guillermo Eduardo",255,171,40,397,863,https://votaciones.hcdn.gob.ar/diputado/610
40,1037,39,"ALCUAZ, Horacio Alberto",166,105,9,85,365,https://votaciones.hcdn.gob.ar/diputado/39
41,1338,64,"ALEGRE, Gilberto Oscar",300,38,28,124,490,https://votaciones.hcdn.gob.ar/diputado/64
42,11,1249,"ALENDE, Oscar Eduardo",7,3,1,134,145,https://votaciones.hcdn.gob.ar/diputado/1249
43,586,611,"ALESANDRI, Carlos Tomas",50,42,1,72,165,https://votaciones.hcdn.gob.ar/diputado/611
44,380,612,"ALESSANDRO, Dario Pedro",159,62,16,28,265,https://votaciones.hcdn.gob.ar/diputado/612
45,1038,233,"ALFARO, Germán Enrique",237,29,1,89,356,https://votaciones.hcdn.gob.ar/diputado/233
46,1158,77,"ALFONSÍN, Ricardo",357,143,13,300,813,https://votaciones.hcdn.gob.ar/diputado/77
47,12,1250,"ALGABA, Ernesto Pedro",34,54,5,18,111,https://votaciones.hcdn.gob.ar/diputado/1250
48,1159,43,"ALIZEGUI, Antonio Aníbal",66,20,1,12,99,https://votaciones.hcdn.gob.ar/diputado/43
49,692,614,"ALLENDE IRIARTE, Alberto",14,12,1,15,42,https://votaciones.hcdn.gob.ar/diputado/614
50,381,613,"ALLENDE, Alfredo Estanislao",101,53,1,110,265,https://votaciones.hcdn.gob.ar/diputado/613
51,1552,1653,"ALLENDE, Walberto Enrique",139,11,4,14,168,https://votaciones.hcdn.gob.ar/diputado/1653
52,819,38,"ALONSO, Gumersindo Federico",500,89,22,410,1021,https://votaciones.hcdn.gob.ar/diputado/38
53,1431,90,"ALONSO, Horacio Fernando",280,12,1,14,307,https://votaciones.hcdn.gob.ar/diputado/90
54,1160,552,"ALONSO, Laura",146,126,8,226,506,https://votaciones.hcdn.gob.ar/diputado/552
55,1553,1643,"ALONSO, Laura Valeria",94,42,4,28,168,https://votaciones.hcdn.gob.ar/diputado/1643
56,1248,585,"ALONSO, María Luz",393,6,0,8,407,https://votaciones.hcdn.gob.ar/diputado/585
57,13,1243,"ALSOGARAY, Albaro Carlos",53,50,8,100,211,https://votaciones.hcdn.gob.ar/diputado/1243
58,382,1498,"ALTERACH, Miguel Angel",65,24,1,10,100,https://votaciones.hcdn.gob.ar/diputado/1498
59,1554,1624,"ALUME SBODIO, Karim Augusto",81,35,7,45,168,https://votaciones.hcdn.gob.ar/diputado/1624
60,14,1314,"ALVAREZ ECHAGUE, Raul A.",91,25,3,92,211,https://votaciones.hcdn.gob.ar/diputado/1314
61,15,1251,"ALVAREZ GARCIA, Normando",69,45,5,92,211,https://votaciones.hcdn.gob.ar/diputado/1251
62,16,1312,"ALVAREZ, Carlos Alberto",67,55,2,87,211,https://votaciones.hcdn.gob.ar/diputado/1312
63,17,1417,"ALVAREZ, Carlos Raúl",92,20,3,49,164,https://votaciones.hcdn.gob.ar/diputado/1417
64,1161,453,"ALVAREZ, Elsa María",183,87,5,48,323,https://votaciones.hcdn.gob.ar/diputado/453
65,263,1313,"ALVAREZ, Hector Claudio",5,1,0,8,14,https://votaciones.hcdn.gob.ar/diputado/1313
66,1162,132,"ALVAREZ, Jorge Mario",159,85,11,68,323,https://votaciones.hcdn.gob.ar/diputado/132
67,820,115,"ALVAREZ, Juan José",327,121,20,595,1063,https://votaciones.hcdn.gob.ar/diputado/115
68,717,615,"ALVAREZ, Roque Tobías",160,22,3,28,213,https://votaciones.hcdn.gob.ar/diputado/615
69,1039,12,"ALVARO, Héctor Jorge",291,28,6,40,365,https://votaciones.hcdn.gob.ar/diputado/12
70,18,342,"AMADEO, Eduardo Pablo",460,184,6,185,835,https://votaciones.hcdn.gob.ar/diputado/342
71,1040,617,"AMENTA, Marcelo Eduardo",85,58,1,122,266,https://votaciones.hcdn.gob.ar/diputado/617
72,718,618,"AMSTUTZ, Guillermo",167,11,3,32,213,https://votaciones.hcdn.gob.ar/diputado/618
73,1141,619,"ANAUATE, Carlos Alfredo",3,1,0,114,118,https://votaciones.hcdn.gob.ar/diputado/619
74,817,620,"ANCARANI, Hilda Norma",0,0,0,1,1,https://votaciones.hcdn.gob.ar/diputado/620
75,1555,1627,"ANSALONI, Pablo Miguel",102,55,0,11,168,https://votaciones.hcdn.gob.ar/diputado/1627
76,19,1413,"ANTELO, José María",37,27,12,34,110,https://votaciones.hcdn.gob.ar/diputado/1413
77,1249,316,"ARAGON, Santiago",14,0,0,0,14,https://votaciones.hcdn.gob.ar/diputado/316
78,20,1415,"ARAGONES de JUAREZ, Mercedes",40,11,0,144,195,https://votaciones.hcdn.gob.ar/diputado/1415
79,383,1544,"ARAMBURU, Guillermo Raul",39,30,1,30,100,https://votaciones.hcdn.gob.ar/diputado/1544
80,21,1200,"ARANDA, Saturnino Dantti",78,13,0,20,111,https://votaciones.hcdn.gob.ar/diputado/1200
81,1041,63,"ARBO, José Ameghino",122,61,12,170,365,https://votaciones.hcdn.gob.ar/diputado/63
82,1556,1622,"ARCE, Mario Horacio",107,58,0,3,168,https://votaciones.hcdn.gob.ar/diputado/1622
83,1042,621,"ARDID, Mario Rolando",248,68,12,98,426,https://votaciones.hcdn.gob.ar/diputado/621
84,1163,506,"ARENA, Celia Isabel",286,10,1,26,323,https://votaciones.hcdn.gob.ar/diputado/506
85,1339,429,"ARENAS, Berta Hortensia",291,61,18,120,490,https://votaciones.hcdn.gob.ar/diputado/429
86,1043,407,"ARETA, María Josefa",199,32,5,129,365,https://votaciones.hcdn.gob.ar/diputado/407
87,587,623,"ARGUL, Marta del Carmen",86,41,7,31,165,https://votaciones.hcdn.gob.ar/diputado/623
88,1164,344,"ARGUMEDO, Alcira Susana",368,229,53,163,813,https://votaciones.hcdn.gob.ar/diputado/344
89,22,622,"ARGÜELLO, Jorge",452,31,17,181,681,https://votaciones.hcdn.gob.ar/diputado/622
90,1044,193,"ARGÜELLO, Octavio",258,18,1,88,365,https://votaciones.hcdn.gob.ar/diputado/193
91,23,1201,"ARIAS, Cesar",138,30,5,38,211,https://votaciones.hcdn.gob.ar/diputado/1201
92,24,1315,"ARMENDARIZ, Alejandro",45,31,2,33,111,https://votaciones.hcdn.gob.ar/diputado/1315
93,588,624,"ARNALDI, Monica Susana",77,52,0,36,165,https://votaciones.hcdn.gob.ar/diputado/624
94,821,625,"ARNOLD, Eduardo Ariel",285,16,9,388,698,https://votaciones.hcdn.gob.ar/diputado/625
95,25,1316,"ARRECHEA, José Salvador",74,11,3,23,111,https://votaciones.hcdn.gob.ar/diputado/1316
96,1250,368,"ARREGUI, Andrés Roberto",378,6,2,21,407,https://votaciones.hcdn.gob.ar/diputado/368
97,932,626,"ARRIAGA, Julio Esteban",551,57,2,222,832,https://votaciones.hcdn.gob.ar/diputado/626
98,1432,238,"ARRIETA, Gustavo Héctor",77,91,2,137,307,https://votaciones.hcdn.gob.ar/diputado/238
99,1557,1648,"ARROYO, Daniel Fernando",119,31,11,7,168,https://votaciones.hcdn.gob.ar/diputado/1648
100,822,627,"ARTOLA, Isabel Amanda",389,53,14,137,593,https://votaciones.hcdn.gob.ar/diputado/627
101,1165,245,"ASEF, Daniel Edgardo",65,3,0,28,96,https://votaciones.hcdn.gob.ar/diputado/245
102,1646,1716,"ASENCIO, Fernando",56,15,4,8,83,https://votaciones.hcdn.gob.ar/diputado/1716
103,1166,150,"ASPIAZU, Lucio Bernardo",90,60,1,172,323,https://votaciones.hcdn.gob.ar/diputado/150
104,1251,3,"ASSEFF, Alberto Emilio",45,60,23,279,407,https://votaciones.hcdn.gob.ar/diputado/3
105,384,48,"ATANASOF, Alfredo Néstor",552,145,16,492,1205,https://votaciones.hcdn.gob.ar/diputado/48
106,488,1708,"AUAD, Oscar Said",1,8,1,0,10,https://votaciones.hcdn.gob.ar/diputado/1708
107,497,1545,"AUBIA, Jorge Eduardo",13,6,0,14,33,https://votaciones.hcdn.gob.ar/diputado/1545
108,933,628,"AUGSBURGER, Silvia",493,164,26,149,832,https://votaciones.hcdn.gob.ar/diputado/628
109,1433,594,"AUSTIN, Brenda Lis",362,88,4,16,470,https://votaciones.hcdn.gob.ar/diputado/594
110,693,1191,"AVALOS ROBLES, Edmundo Eduardo",2,11,1,1,15,https://votaciones.hcdn.gob.ar/diputado/1191
111,498,1546,"AVELIN de GINESTAR, Nancy B.",8,13,0,12,33,https://votaciones.hcdn.gob.ar/diputado/1546
112,385,1547,"AVILA, Eduardo Carlos",52,17,1,30,100,https://votaciones.hcdn.gob.ar/diputado/1547
113,1252,188,"AVOSCAN, Herman Horacio",387,7,2,11,407,https://votaciones.hcdn.gob.ar/diputado/188
114,1559,1612,"AYALA, Aida Beatriz Máxima",69,24,0,75,168,https://votaciones.hcdn.gob.ar/diputado/1612
115,264,629,"AYALA, Juan Carlos",75,49,0,65,189,https://votaciones.hcdn.gob.ar/diputado/629
116,26,1476,"AYALA, Susana Beatriz",83,12,0,11,106,https://votaciones.hcdn.gob.ar/diputado/1476
117,27,1416,"AYETZ, Liliana",41,39,7,77,164,https://votaciones.hcdn.gob.ar/diputado/1416
118,934,630,"AZCOITI, Pedro José",347,181,19,285,832,https://votaciones.hcdn.gob.ar/diputado/630
119,265,631,"BAGLINI, Raúl Eduardo",67,17,3,11,98,https://votaciones.hcdn.gob.ar/diputado/631
120,1560,1690,"BAHILLO, Juanjo",149,12,4,3,168,https://votaciones.hcdn.gob.ar/diputado/1690
121,823,632,"BAIGORRI, Guillermo Francisco",437,55,45,161,698,https://votaciones.hcdn.gob.ar/diputado/632
122,719,633,"BAIGORRIA, Miguel Angel",170,21,6,16,213,https://votaciones.hcdn.gob.ar/diputado/633
123,499,634,"BALADRON, Manuel Justo",752,100,23,287,1162,https://votaciones.hcdn.gob.ar/diputado/634
124,1434,445,"BALBO, Elva Susana",266,61,2,57,386,https://votaciones.hcdn.gob.ar/diputado/445
125,1253,403,"BALCEDO, María Ester",371,7,0,29,407,https://votaciones.hcdn.gob.ar/diputado/403
126,1340,241,"BALDASSI, Héctor Walter",417,154,16,71,658,https://votaciones.hcdn.gob.ar/diputado/241
127,1045,417,"BALDATA, Griselda Angela",144,93,6,122,365,https://votaciones.hcdn.gob.ar/diputado/417
128,28,635,"BALESTRA, René Helvecio",103,70,6,49,228,https://votaciones.hcdn.gob.ar/diputado/635
129,29,636,"BALESTRINI, Alberto",77,15,2,230,324,https://votaciones.hcdn.gob.ar/diputado/636
130,30,1317,"BALESTRINI, Miguel Alberto",87,13,3,75,178,https://votaciones.hcdn.gob.ar/diputado/1317
131,589,637,"BALIAN, Alejandro",72,19,1,73,165,https://votaciones.hcdn.gob.ar/diputado/637
132,31,638,"BALTER, Carlos Mario",118,94,14,55,281,https://votaciones.hcdn.gob.ar/diputado/638
133,720,639,"BALTUZZI, Angel Enzo",171,15,14,13,213,https://votaciones.hcdn.gob.ar/diputado/639
134,1435,545,"BANFI, Karina Verónica",369,99,3,4,475,https://votaciones.hcdn.gob.ar/diputado/545
135,386,1532,"BANZAS de MOREAU, María del Cármen",32,29,1,38,100,https://votaciones.hcdn.gob.ar/diputado/1532
136,935,640,"BARAGIOLA, Vilma Rosana",158,79,6,589,832,https://votaciones.hcdn.gob.ar/diputado/640
137,694,641,"BARBAGELATA, María Elena",36,114,13,38,201,https://votaciones.hcdn.gob.ar/diputado/641
138,32,1203,"BARBERA, Eliseo",87,11,0,13,111,https://votaciones.hcdn.gob.ar/diputado/1203
139,387,1548,"BARBERIS, Edgardo Angel",31,20,3,46,100,https://votaciones.hcdn.gob.ar/diputado/1548
140,1167,157,"BARBIERI, Mario Leandro",120,58,2,143,323,https://votaciones.hcdn.gob.ar/diputado/157
141,33,1318,"BARBOTTI, Atilio",46,7,0,58,111,https://votaciones.hcdn.gob.ar/diputado/1318
142,1254,67,"BARCHETTA, Omar Segundo",164,94,26,123,407,https://votaciones.hcdn.gob.ar/diputado/67
143,1341,181,"BARDEGGIA, Luis María",318,92,9,71,490,https://votaciones.hcdn.gob.ar/diputado/181
144,1342,104,"BARLETTA, Mario Domingo",271,76,9,134,490,https://votaciones.hcdn.gob.ar/diputado/104
145,1168,19,"BARRANDEGUY, Raúl Enrique",277,25,3,18,323,https://votaciones.hcdn.gob.ar/diputado/19
146,1343,323,"BARRETO, Jorge Rubén",234,56,1,199,490,https://votaciones.hcdn.gob.ar/diputado/323
147,34,1477,"BARRIONUEVO, Eduardo Ernesto",95,15,13,41,164,https://votaciones.hcdn.gob.ar/diputado/1477
148,936,642,"BARRIONUEVO, José Luis",136,24,9,663,832,https://votaciones.hcdn.gob.ar/diputado/642
149,388,1533,"BARRIOS ARRECHEA, Ricardo A.",41,29,2,28,100,https://votaciones.hcdn.gob.ar/diputado/1533
150,389,1499,"BARRIOS, Luis Américo",53,22,2,23,100,https://votaciones.hcdn.gob.ar/diputado/1499
151,1046,37,"BARRIOS, Miguel Angel",242,98,7,18,365,https://votaciones.hcdn.gob.ar/diputado/37
152,1149,643,"BARTOLUCCI, Gilda Liliana",32,17,2,49,100,https://votaciones.hcdn.gob.ar/diputado/643
153,721,644,"BASILE, Daniel Armando",86,16,17,94,213,https://votaciones.hcdn.gob.ar/diputado/644
154,266,1252,"BASSANI, Angel Marcelo",2,5,0,7,14,https://votaciones.hcdn.gob.ar/diputado/1252
155,722,180,"BASTEIRO, Sergio Ariel",327,102,38,111,578,https://votaciones.hcdn.gob.ar/diputado/180
156,1255,360,"BASTERRA, Luis Eugenio",642,157,8,75,882,https://votaciones.hcdn.gob.ar/diputado/360
157,723,645,"BASUALDO, Roberto",160,15,17,21,213,https://votaciones.hcdn.gob.ar/diputado/645
158,35,1319,"BAUM, Daniel",72,17,0,22,111,https://votaciones.hcdn.gob.ar/diputado/1319
159,267,646,"BAYLAC, Juan Pablo",129,55,6,89,279,https://votaciones.hcdn.gob.ar/diputado/646
160,724,647,"BAYONZO, Liliana Amelia",433,242,18,352,1045,https://votaciones.hcdn.gob.ar/diputado/647
161,1256,110,"BAZZE, Miguel Ángel",512,239,11,120,882,https://votaciones.hcdn.gob.ar/diputado/110
162,824,648,"BECCANI, Alberto Juan",367,200,12,119,698,https://votaciones.hcdn.gob.ar/diputado/648
163,36,1320,"BECERRA, Carlos Armando",86,62,1,62,211,https://votaciones.hcdn.gob.ar/diputado/1320
164,37,1253,"BECERRA, Nicolas Eduardo",69,15,1,26,111,https://votaciones.hcdn.gob.ar/diputado/1253
165,590,649,"BECERRA, Omar Enrique",65,56,4,40,165,https://votaciones.hcdn.gob.ar/diputado/649
166,1047,468,"BEDANO, Nora Esther",583,27,6,156,772,https://votaciones.hcdn.gob.ar/diputado/468
167,825,650,"BEJARANO, Mario Fernando",298,14,9,377,698,https://votaciones.hcdn.gob.ar/diputado/650
168,1550,275,"BELLOCQ, Gerardo Alberto",3,2,0,0,5,https://votaciones.hcdn.gob.ar/diputado/275
169,1048,463,"BELOUS, Nélida",220,51,22,72,365,https://votaciones.hcdn.gob.ar/diputado/463
170,268,1204,"BELTRAN, Carlos Roberto",12,2,0,0,14,https://votaciones.hcdn.gob.ar/diputado/1204
171,1049,475,"BENAS, Verónica Claudia",220,79,42,24,365,https://votaciones.hcdn.gob.ar/diputado/475
172,1169,112,"BENEDETTI, Atilio Francisco Salvador",270,143,4,74,491,https://votaciones.hcdn.gob.ar/diputado/112
173,38,1254,"BENEDETTI, Jorge Enrique",38,44,5,111,198,https://votaciones.hcdn.gob.ar/diputado/1254
174,39,1418,"BENZI, María Cristina",105,29,1,29,164,https://votaciones.hcdn.gob.ar/diputado/1418
175,688,1549,"BERCOFF, María Graciela",1,3,0,3,7,https://votaciones.hcdn.gob.ar/diputado/1549
176,1344,191,"BERGMAN, Sergio Alejandro",57,57,4,65,183,https://votaciones.hcdn.gob.ar/diputado/191
177,40,1321,"BERHONGARAY, Antonio Tomás",36,21,1,53,111,https://votaciones.hcdn.gob.ar/diputado/1321
178,269,1322,"BERICUA, Jorge",6,5,0,3,14,https://votaciones.hcdn.gob.ar/diputado/1322
179,1561,1632,"BERISSO, Hernán",101,57,1,9,168,https://votaciones.hcdn.gob.ar/diputado/1632
180,1436,27,"BERMEJO, Sixto Osvaldo",276,13,5,13,307,https://votaciones.hcdn.gob.ar/diputado/27
181,41,1205,"BERMUDEZ, María del Pilar",78,14,2,17,111,https://votaciones.hcdn.gob.ar/diputado/1205
182,1345,306,"BERNABEY, Ramón Ernesto",354,49,1,61,465,https://votaciones.hcdn.gob.ar/diputado/306
183,1170,457,"BERNAL, María Eugenia",288,25,2,8,323,https://votaciones.hcdn.gob.ar/diputado/457
184,1050,651,"BERNAZZA, Claudia Alicia",235,9,2,20,266,https://votaciones.hcdn.gob.ar/diputado/651
185,937,652,"BERRAUTE, Ana",768,37,8,19,832,https://votaciones.hcdn.gob.ar/diputado/652
186,938,507,"BERTOL, Paula María",452,274,30,399,1155,https://votaciones.hcdn.gob.ar/diputado/507
187,826,653,"BERTOLYOTTI, Delma Noemí",109,3,0,20,132,https://votaciones.hcdn.gob.ar/diputado/653
188,725,549,"BERTONE, Rosana Andrea",1124,78,18,148,1368,https://votaciones.hcdn.gob.ar/diputado/549
189,1437,430,"BESADA, Alicia Irma",257,38,1,11,307,https://votaciones.hcdn.gob.ar/diputado/430
190,1334,70,"BETTANIN, Juan Carlos",56,1,0,3,60,https://votaciones.hcdn.gob.ar/diputado/70
191,591,654,"BEVACQUA, Adriana Norma",15,41,0,28,84,https://votaciones.hcdn.gob.ar/diputado/654
192,1051,655,"BEVERAGGI, Margarita Beatriz",88,67,16,176,347,https://votaciones.hcdn.gob.ar/diputado/655
193,1438,194,"BEVILACQUA, Gustavo",314,45,21,95,475,https://votaciones.hcdn.gob.ar/diputado/194
194,372,656,"BIANCHI SILVESTRE, Marcela Alejandra",921,65,8,129,1123,https://votaciones.hcdn.gob.ar/diputado/656
195,1052,510,"BIANCHI, Ivana María",433,160,32,697,1322,https://votaciones.hcdn.gob.ar/diputado/510
196,1257,400,"BIANCHI, María del Carmen",374,8,1,24,407,https://votaciones.hcdn.gob.ar/diputado/400
197,939,657,"BIANCO, Lía Fabiola",715,56,3,58,832,https://votaciones.hcdn.gob.ar/diputado/657
198,390,1500,"BIANCULLI, Leticia",62,24,1,13,100,https://votaciones.hcdn.gob.ar/diputado/1500
199,1053,408,"BIDEGAIN, Gloria Mercedes",603,32,5,132,772,https://votaciones.hcdn.gob.ar/diputado/408
200,1258,207,"BIELLA CALVET, Bernardo José",130,97,9,171,407,https://votaciones.hcdn.gob.ar/diputado/207
201,940,658,"BIELSA, Rafael",163,14,5,311,493,https://votaciones.hcdn.gob.ar/diputado/658
202,592,659,"BIGLIERI, María Emilia",63,51,20,31,165,https://votaciones.hcdn.gob.ar/diputado/659
203,941,21,"BINNER, Hermes Juan",448,156,40,412,1056,https://votaciones.hcdn.gob.ar/diputado/21
204,42,1323,"BISCHOF, Enrique",33,5,0,73,111,https://votaciones.hcdn.gob.ar/diputado/1323
205,270,1255,"BISCIOTTI, Victorio Osvaldo",7,7,0,0,14,https://votaciones.hcdn.gob.ar/diputado/1255
206,942,661,"BISUTTI, Delia Beatriz",404,207,48,173,832,https://votaciones.hcdn.gob.ar/diputado/661
207,391,1595,"BIZZOTTO, Ileana",41,18,2,6,67,https://votaciones.hcdn.gob.ar/diputado/1595
208,1171,479,"BLANCO DE PERALTA, Blanca",132,61,3,127,323,https://votaciones.hcdn.gob.ar/diputado/479
209,726,662,"BLANCO, Jesus Abel",186,18,3,6,213,https://votaciones.hcdn.gob.ar/diputado/662
210,271,1324,"BLANCO, Oscar Alberto",5,1,0,8,14,https://votaciones.hcdn.gob.ar/diputado/1324
211,593,663,"BONACINA, Mario Hector",71,28,17,49,165,https://votaciones.hcdn.gob.ar/diputado/663
212,827,664,"BONACORSI, Juan Carlos",176,38,11,473,698,https://votaciones.hcdn.gob.ar/diputado/664
213,828,2,"BONASSO, Miguel Luis",311,68,7,677,1063,https://votaciones.hcdn.gob.ar/diputado/2
